OTU,S110_L001,S111_L001,S112_L001,S113_L001,S114_L001,S115_L001,S116_L001,S117_L001,S118_L001,S119_L001,S120_L001,S121_L001,S122_L001
fc2302b85d9279b66e020cca34c07391afd913ca,0,0,4,4,1,9,9,2,2,0,2,2,0
fd823313cf31483c398510378c1d35292f18715c,2,0,3,3,1,7,2,7,0,4,1,5,0
02e3e8a27d2c2e3b97b7aa9de507f6555a8463c6,0,1,1,1,1,8,4,5,1,4,5,1,2
069a722bd042f3712297c89469ebfbfd6bcc4567,0,0,2,3,1,4,5,6,2,4,2,2,3
0cd5afbdbc51ec213edb146a4680ab75bde21c37,0,0,4,3,2,3,3,8,2,4,0,2,3
0fe8a01decba3929d4b34eceaed7d64dd161fd6a,0,0,2,5,1,8,7,7,0,2,1,1,0
1331b9fd7d42d858672f64b51bb52e2e0c2fffb6,20,0,0,0,0,0,0,0,6,8,0,0,0
136603f43ac3ebd9dfe889f8abefb518fd031790,0,0,2,4,0,11,4,6,2,4,0,0,1
1afd43a57c3bb3d5ac5c9f19f733f81d1985b9b0,0,0,4,3,1,10,10,5,0,0,0,0,1
1dff829854c6d0672a1a9da8ac529fa75febdbe2,0,0,0,1,1,12,5,8,0,3,0,4,0
202019b53864ad8ed505ec6e766d97906543bc1a,0,0,1,3,2,8,6,12,0,0,0,0,2
226e5a56625a56322030730df55aa64220133b2a,0,0,1,3,0,14,1,4,0,2,2,7,0
263c2d157d710c99f228a42b8b306b7e4d8defbb,0,0,1,4,1,13,5,7,1,0,0,1,1
293c64acae96dd0990fabf57b3d27365001637b6,0,0,2,1,1,9,3,5,1,5,1,3,3
2c932058757d932e1ff1d722264f43024767d9b9,0,0,2,0,1,6,3,5,4,3,2,2,6
31b06a21ea3754ffcedb9212fd8ad126b773a757,0,0,4,1,0,9,8,4,2,0,2,4,0
337ab1a485b483fde534591932149a071a6ec1b6,0,0,0,3,3,5,8,8,0,4,2,1,0
380577a9042c2b2e43f79756ea17ecd32e8e681b,0,0,2,4,0,8,6,7,0,5,0,2,0
3bd5ada6bd244beec26a6d0a7f6de5eadad1aabe,0,0,0,2,2,4,8,1,0,8,1,4,4
3c7a891c6c7dff98e456f0bb544dbde57da4fbe2,0,0,2,6,1,9,4,7,2,2,0,0,1
40bd23ad5f86b93833b658fcd5ff41bc4dbb8017,1,0,0,5,0,9,2,10,2,3,1,1,0
4496ac0f725ed46ef64be700cab0ce9794c2c99a,0,0,2,1,0,14,6,5,0,3,0,0,3
44a9e41f038a787d68d47c388a326bb98cea282d,0,1,4,3,1,9,13,2,0,0,0,1,0
46bda91eed14b8f3b0927ca28c32fbd71fe7a9e1,0,0,2,5,0,4,5,6,1,5,0,2,4
50d2ea5cf80ee094f73c06fb4ae4fced417ca8d7,0,0,1,4,1,5,7,8,0,2,1,3,2
528ba755e0124999c83ccb69b845d3cbb035daad,0,0,2,4,1,7,7,7,2,2,0,0,2
5928dd54b00f1f888ba1b386378586399547df0a,0,0,0,2,0,6,9,3,0,3,1,5,5
63598fe3f85487c78f9ffa803f4f0fec81896ca9,1,0,1,1,0,6,6,6,0,6,3,3,1
638859ffdbc910f00f7e75e017dc17cca6e09a30,0,0,1,3,0,12,5,6,4,1,1,0,1
666bf054aa79fefd983d2e8e470e7cd95b36d656,1,0,2,1,1,9,5,6,1,4,1,1,2
6af864782e3131a541fa2200565b1ad6428ed731,0,0,1,4,0,11,5,4,4,0,1,1,3
6c7946a92e4a63811c53f3d8de5dce2a44f601db,0,0,0,3,3,3,7,5,4,1,3,2,3
74bce2d9e6fa8b3023a21ac831a5bc3ce7afc71c,0,0,1,3,0,12,7,5,1,1,3,1,0
7e2d288d760d61df640abff79e2b256a7bf0fdc1,0,0,4,2,0,9,3,6,3,1,1,2,3
8c2e2880c6e3c24b0dee5a0a890f873889166c6e,0,0,4,3,0,9,7,4,2,0,1,4,0
a11e0fde6c2f361e133a3ca5618f603151eaef9b,0,0,2,0,0,7,9,4,0,6,1,1,4
ab35dc44c24b778cdf83b7679d6ab80223f8c598,0,0,3,2,0,9,3,4,3,3,2,2,3
ab57c139e43647374aa7aeae0d68f63a352591ea,1,0,3,3,0,7,2,7,0,3,0,3,5
afe638e9cb3f5bbad4b1fcd88b7962a6ae3624e9,0,0,0,2,1,8,8,10,1,2,1,0,1
bdacf5dd4df0a51af2d8a22f98027b6e385d2006,0,0,1,3,0,9,9,5,1,4,1,0,1
bea57402a75f3fb05edacbb1f809e29bfb45d06f,0,0,0,2,0,9,5,1,0,8,0,0,9
cb054798cb7dc4a6a2346c43f8b33a3c57071c54,0,0,3,1,1,6,11,2,1,1,2,4,2
d4d25639598ff8b10d614d63513af26feada0968,0,0,1,4,0,9,9,6,5,0,0,0,0
d588a75d22d92eaff97821f4e3f786771b11ec97,0,0,2,0,0,6,11,11,0,0,0,2,2
e053b9389f3175556789bf4a55c10fa657727e40,0,0,2,0,1,8,9,4,0,6,2,0,2
e1ecd7c15d621224f21e963ac71b599e485f99b4,0,0,2,4,0,11,4,5,1,2,2,2,1
e7bb11338514bd060afc631fa48946a7000cc3bb,0,0,0,1,0,9,7,3,3,6,3,2,0
e8b680d8bb5392df68f43ec65163183d53038953,0,1,1,2,3,8,8,3,2,4,0,2,0
0430877ea3eb6ae0be9ecfd8cdf08a3dc6ec74cf,0,0,2,2,0,9,4,9,2,1,2,2,0
0b174f349b1828d381574b7b4dee91ee7d2f2289,0,0,1,2,0,13,3,2,4,4,1,3,0
0f80846478ec3bed6aa53e1bb3f0f2812bd6203c,0,0,6,0,2,11,2,6,0,3,3,0,0
10211b76070437c8b2f1d73d33534c9606c680bb,0,0,1,5,5,10,2,6,0,2,0,1,1
13b54bce01ed753a415b1a12507aec9c1e179026,0,0,6,1,0,6,10,5,1,0,0,3,1
1def9c76c03c8c32ffa22dcf46681aa181c18ed5,0,0,2,5,0,8,6,9,0,2,0,1,0
220df904bd2eee054dee1ed1c858bac5ce7f6697,2,0,0,3,0,9,4,5,1,2,1,6,0
22533d77c9080517820bf1f7254c84c4c915f7b2,0,0,0,9,0,9,5,4,1,4,0,0,1
254b0d4e33796c0acde24b783f73cf41edf3e3e0,0,0,2,1,0,13,6,4,1,3,0,3,0
28fe8995a46393d3f6e761a59192d90493e0d65d,0,0,2,3,2,14,5,1,0,0,1,3,2
2967996b2e8ce26d767b8625e954d356d8a002de,0,0,3,1,0,15,3,1,2,3,1,4,0
360ceae9bee010c45424eb9b2478b3e47bd51e73,0,0,3,4,0,11,3,9,0,2,1,0,0
39f7bb69bc7891a63abd394718e7751b9bcc3704,0,0,3,2,0,8,9,4,0,0,1,3,3
3cf95ed4f1d43e97b8a98eb941832267b54eddf9,0,1,5,1,1,12,3,6,0,1,0,0,3
477e4be9495b9d223356d2733dd5127674822770,0,0,1,0,3,14,5,4,1,2,1,2,0
4d63f35c85407af69366d4b4fcce6a901bfc4191,0,0,4,2,0,11,4,4,1,4,0,2,1
588dea61f416ce91ffcb93eb49dd466d98a640d4,0,0,1,4,0,7,4,11,2,2,0,1,1
5fd39efb1e18db78231e213a785342ab37d18052,2,0,2,4,0,5,4,3,1,3,2,4,3
7ccac0eac5e4cbd7097863ea6cce3e3e5596d8ba,0,0,2,0,0,6,7,5,2,9,1,1,0
852d2c593ff7547c1f17176b1c1b1d6f99752798,0,0,7,3,1,6,4,4,2,4,1,1,0
89d68b142c78d28b81b2e5d5033cb5a3e0351151,0,0,2,4,0,11,2,10,0,4,0,0,0
9743265b6f56190e7fc721e37895896a48751666,0,0,3,0,0,8,8,5,1,5,0,0,3
97731db2b8cf6e3f3198c66862b212d9a8e22905,0,0,0,3,0,7,4,7,4,5,0,0,3
98ba3e7345015633dfb6944e49ba77413d08dfd7,0,0,3,3,0,7,8,5,3,2,1,0,1
abb63771be9785fd48d81e7f03975d312eef084d,0,0,2,1,2,9,5,6,0,3,0,1,4
abf26a4f71db2391e2dff0f46df02926c7cd4c6e,0,0,0,1,1,7,9,4,1,2,0,1,7
acd0e4545b66b85e9bfd2cae4f6d25d5900f9e4c,0,0,3,1,2,7,8,3,1,8,0,0,0
b54d3025e7b3e39983e4ba25a76b2d28438792d9,0,0,6,2,1,6,7,8,0,2,1,0,0
b68dbcb6b1538e1f64ce4d6a502ed2bf1d0d6cdb,1,0,1,1,2,13,8,3,1,0,0,0,3
be15d859e170c3bfc7d149e0b6fee1868404b16c,0,0,1,10,1,9,7,1,2,0,0,1,1
c5b54dded036e3c4e132a66317fba7a63f6aef9b,0,0,3,2,0,6,4,8,0,2,2,4,2
cc9ef7594780d41473d55cb3d3bd18a51dc4a999,1,0,0,10,1,7,2,1,0,6,2,1,2
ddaba85062d996471ebad8bffda9e70d01e7f18c,0,0,1,0,1,14,4,7,1,3,1,1,0
df1cd1de83a49c24fbc2412499a3d58319867130,0,10,0,8,13,0,0,0,1,1,0,0,0
e48cf4a14511c69a53917f418ecd5eae0063b0d5,0,0,2,3,2,11,4,6,0,1,0,2,2
e92ba1534bf1bf37bcbd21f6f9803733588a78e0,0,0,4,2,1,10,5,7,0,2,0,2,0
eb393f153533d7b5ea38af2e9e7b30a80e23ef45,0,0,1,5,1,9,7,0,0,7,1,1,1
ef60be6ee1e1a4507403dbc0c2bb429d079961dd,0,0,2,3,0,11,4,2,0,5,2,0,4
efff26d8724f4ac7b519367108c512bf9eb0cb9f,0,0,5,1,1,9,6,3,0,4,2,1,1
fce332b934784c9960d26df206ba5b849775e665,0,0,1,4,0,10,7,4,1,1,1,4,0
fd7f0793def70d2b3340c1635cb909cd51b21c63,0,0,1,9,0,6,4,6,0,3,2,1,1
004969b22247ab246b3759906ec4859e7a99f89c,0,0,2,2,2,9,1,9,1,1,2,1,2
06ed71e5da94f853d780afb5639127b929f99554,0,0,2,0,0,10,1,11,1,3,1,2,1
17fedca8c568b613e083c1c5470d38c97c65679a,0,0,2,1,2,9,6,1,1,3,2,1,4
1b2327c082d8b229695e1f00400cc3d899b01276,1,0,2,4,0,9,6,6,0,0,2,2,0
1f6c492886426ba285331b3b0b5aadc8064a919b,0,0,3,2,2,8,6,7,0,1,2,0,1
22289b8d191e0e02913ae0dcc7c8c7f1d9db2848,0,0,3,5,0,12,1,3,5,1,0,0,2
3d142e988e9f909401eeee16165da56f7736d3ac,2,0,0,5,3,1,8,3,6,0,2,2,0
40169fe5c62b271dc01c3263157c788e39a6b2b7,0,0,3,3,2,4,6,2,1,4,3,1,3
437ec028838fce501aba0d6a9f12487368036fc3,0,1,3,4,0,3,6,7,1,4,1,2,0
4d8c82a05ea0b492d6bc8e397c867e6ed503ec55,0,0,2,5,1,4,5,5,2,2,1,3,2
4ff9cbcf5ef4846fce9d1503f3cdfa466cae2ce5,0,0,2,1,0,7,3,11,4,2,2,0,0
5c214a17c8d6a716cd1b51a249f0c4153ffee54f,0,0,1,4,2,11,4,4,0,4,0,1,1
723d1a3dddd8540540d0ea414e5557d12a60639d,0,0,1,4,0,6,1,8,1,6,1,1,3
8fa7cb9b74f4fbf615095d4998a918360a5f5e57,2,0,0,1,0,9,6,5,1,3,2,0,3
926143b80db11c2cd32b2a795ca05e8c4a4f7b2a,0,0,1,1,0,16,5,4,2,1,0,0,2
9648d56a309b13dc1732629e7a2fe9085a320baf,0,0,1,3,2,7,7,4,0,4,1,3,0
9c8af1ceedca0fa661dc08e5e24fd6858d769c21,0,0,0,0,1,12,3,8,1,4,1,0,2
9eab67344030dcca647d1558b2b3c04c57222f4d,0,0,0,3,1,8,7,5,1,2,1,2,2
b4ab77e713cea93cbea18de316e7a8e909a1ca49,1,0,3,3,0,8,8,1,2,3,1,0,2
b6055f508e54a9fdcaff23b57ac82d7733ad9445,0,0,4,5,1,6,2,3,3,2,0,3,3
bbf5c902406dfb3a618af1c0d95ea55528157296,0,0,4,3,0,9,6,4,0,1,0,4,1
c42ed3ab710da0ff3dedd6bbd4d74598811ab57b,0,0,4,4,0,3,5,4,2,2,1,3,4
ca761c934d87b69e603eddf56cf7e91e4a21aaf8,0,0,3,4,0,9,6,3,1,4,0,2,0
cc44d879a6346ccba34225684ee184aff778f53a,2,0,2,6,1,3,7,4,0,3,2,0,2
ce994ec4bf1d470024d3bfc32c0a9dfe8544dd29,0,0,1,4,0,10,3,8,0,1,0,5,0
d29f3aee656cb5f6b1add15b1a7d531d70fc5b37,0,0,2,6,0,4,11,3,0,4,0,1,1
d79da4ca29d64f53526752050e9076e872b970cd,0,0,2,4,0,10,3,2,0,4,2,4,1
dc1c830eb09ef897ea4d47ef6adca61e8a475412,22,0,0,0,0,0,0,0,0,10,0,0,0
df571236f4ce643f03482da17a74da6ef6b1a499,0,0,2,1,1,7,10,4,0,1,0,3,3
e0c12c6d6ceabf5e47aeec13b311053b05a2f768,0,0,0,7,0,8,6,2,0,1,2,2,4
ee1a2e05274b7308973c9ab0c6f2d1e5f0c72df3,0,0,4,1,0,8,4,9,0,3,2,0,1
f4a35261d6a51d6b4e40d7d6e0a43a80270806fe,0,0,1,4,0,2,10,7,2,1,3,0,2
f4e95c5230d0f707a7dc867d8125cadb0e981e3e,0,0,6,0,0,10,7,5,0,1,1,0,2
f582932ed24c37a8a91176110206190f4d1086fb,0,1,2,7,0,7,3,5,0,1,1,0,5
0415b5cf0fd6b165d145cf184e6e1da4629d8923,0,1,1,6,0,4,5,5,0,4,1,3,1
0e32ec6954b56c7592113c1b7286f62942e63e8a,0,0,0,2,3,11,4,2,2,3,2,0,2
131b50e18601173f6f7de6b8f4729a5bb977311b,0,0,2,3,0,6,4,5,0,2,0,4,5
135f75b9c2d02871838b0720f364c2b6f7c39880,2,0,1,0,0,9,1,6,1,4,2,2,3
152f63d2394cc4e72728dfe2c402a2385e1c8c45,0,2,5,1,3,6,4,3,1,4,0,1,1
18bd08117c272703c3b352a98319583d0d0d30a5,0,0,3,2,2,5,5,8,0,4,1,0,1
1b54a0722f82686766c624c376c0606c94eb79fc,0,0,1,3,2,5,4,12,0,0,1,1,2
1e9c7f809b7f35bd67d2e28308da983f96450c1e,0,0,2,2,0,7,5,6,0,0,2,3,4
24f5a275d541279d36fd6c005e8e49277bbe6e68,0,9,0,8,12,0,0,0,1,0,0,0,1
261f2ce5c1389b2c5c8ec14054126abb63e02780,0,0,1,1,0,9,6,3,2,1,0,3,5
269fabaf87258cb0a4cc1bedfb0e920a02bd4c25,1,0,1,5,0,10,5,2,1,1,2,1,2
27ea4a3a1bdfcea0e8e455f7e3b12d3c2fb22f98,0,0,4,2,0,7,5,5,4,3,1,0,0
2ac5aeb90bdb82b5cc77d3b92c4d2d927a21bbe7,1,0,2,4,0,9,4,5,2,1,1,1,1
32ee542fac28849ee6c2d11f4b9143bf12603e0e,0,0,1,0,1,10,4,11,1,2,1,0,0
38c19f355fd9eb10afd02bda03d94f20a6c8bbf5,22,0,0,0,0,0,0,0,3,6,0,0,0
3968a6635e0d1e6d31976b0b4013986b997227dd,0,0,1,3,2,2,5,4,4,1,1,6,2
3d5bd4471d8c4083a2c08a72496976cb8163c6ad,0,0,0,3,0,9,2,5,2,5,1,3,1
4562fe4b184aa2d0c53a8418a2df362b90813f19,0,0,3,2,0,9,0,6,2,3,0,4,2
47d932be77c584f4f43df24ff2c8a637992eb225,0,0,1,2,1,7,7,6,0,3,2,0,2
48939b60f1ee3cdfb80b6bf1e5a83fce8d09efb0,0,0,0,2,0,6,5,6,2,3,1,5,1
4cb5293132496509a4f6cc151f2c5af5047fa67b,2,0,5,0,1,10,1,5,0,0,1,4,2
5f9197d0c41446008878026c988155424239af62,0,0,2,3,0,12,3,7,1,2,1,0,0
62eee11dd0bfd259b573a6606a5d7f3b3adabf8a,0,0,3,0,0,5,6,4,3,3,1,0,6
6f12334eae897da041b97eb87b9c01f0cadb703b,0,0,2,4,1,6,5,7,4,1,0,1,0
7859c777d8e8ceb0408f3be49e29da63ed565a3e,0,0,2,0,1,11,3,5,2,3,2,0,2
7898af67b98884aac76c7f878fc407e36472b741,0,0,2,5,0,13,0,7,1,1,0,0,2
7bf3a3c4757483a36c13d9f3720ea6e9b99fc215,0,0,5,1,0,7,6,3,1,3,1,3,1
87ae3060641a88bd01149726de7d37f2d6e30259,0,0,1,1,0,13,6,4,1,3,1,0,1
8d97a85ca812a6ae48473254a4307079817c5c17,0,0,0,3,3,7,4,3,0,1,1,2,7
978e02a007816371c4d9a9d6df0171b608ea247f,0,0,1,6,0,7,2,6,1,1,2,2,3
9a41ac5eb0a2b9baf6cef81e4dfd20238e58c86a,0,0,2,1,0,10,5,10,0,1,0,0,2
9a76b08cffb1664a3b04becadc0b852583eee0a4,0,0,1,6,0,5,8,6,4,0,1,0,0
a7d470d8a0b2138197a5e7580ba2b2c5d042279d,0,0,4,4,1,6,5,6,0,2,0,0,3
c7dd69f85b443f2b02e72048484c5cc177e3360b,0,0,1,1,0,11,10,3,0,5,0,0,0
cf2cc02503fc720875ba130c1c341fc69758f493,0,0,0,0,4,4,13,1,2,4,0,1,2
cfa0c360bfb7379f988ff25ec5ee5fe5613ff06e,0,0,2,0,0,11,3,3,1,4,1,2,4
d853df540bc7dfa880e0625a116fd488c2ee428a,0,0,2,4,1,0,7,5,2,4,0,1,5
da3c9bf94925d64953b191f97d3940ae664142da,0,0,2,4,0,7,4,6,2,3,1,1,1
db928be03e6a73171fd7faec642e7f6ed08504dd,0,0,0,4,1,14,6,2,0,2,0,1,1
ddcef0fa5e46e0958fda0a5118b8dfaf0035505e,0,0,2,0,2,7,8,9,3,0,0,0,0
df4e4d1b6239b23173adf9ddfdbe74d37522d5b1,0,0,3,3,0,9,5,3,1,3,1,1,2
f6191daecfd68bfcae5eb14917269f8e08815c16,0,0,3,3,0,2,7,4,2,5,1,2,2
fe84f52ee04e8f0999fd26e5d876a4e6914e838b,0,0,3,5,0,16,1,1,0,1,1,2,1
006db4646dc2b92bb257eacbee82a791ac63e657,0,0,2,3,1,5,5,6,1,2,0,3,2
03ac19541baf1d1ed92cc25bff9a3d1db52ddee6,0,0,1,3,0,10,4,8,1,1,0,2,0
04dc21a997bddf10f83d6ea19acb0d3f026b9fd1,0,0,3,2,0,10,0,6,0,2,0,4,3
059e3722557fdc0dc901b24e0f8101dd2ee9c1b0,0,0,2,5,1,10,1,4,1,3,1,0,2
06c9b17d2f1a636d8e8f2f4c60fba6f84916efe5,0,0,4,5,1,3,5,2,0,8,0,2,0
0dc15fb127046649952f310111b9d35059036b4f,0,0,2,4,1,6,2,8,3,3,1,0,0
0e25af64cd2bf670178db7afa106d41f8eb05fcc,19,0,0,0,0,0,0,0,7,4,0,0,0
1179a652d34527d8dec028c8e4c1db0938b7bd80,0,0,1,4,1,7,4,4,0,4,0,3,2
157780ed52603deadaa3c0084d37ccc52e373f30,0,0,3,0,1,5,6,5,2,5,0,2,1
19bf6d53f598f1dd43cd5134d63d5b2fdd9d9a2d,0,0,6,1,0,6,6,6,1,0,2,2,0
1a2e3460bf6dbb066564202abe4a917bbfd5eae8,0,3,0,8,12,0,0,0,1,1,3,0,2
2f9f6424a069d702c85d8e9f37acca6fd3aace88,0,0,4,2,0,10,3,3,0,4,1,2,1
309c19f7fb7b20e28feb02b2db15249d689ad9a6,0,0,3,5,1,3,8,4,0,1,1,2,2
370c769b47e8be6ee83c43351bd71c8bef4fa1c8,2,0,1,2,0,7,4,10,0,2,2,0,0
3710e8b34dd3ec34a250e3c53fbe024f59c6c9fd,0,0,0,2,2,3,3,9,3,1,1,0,6
379a6cb53925dd82f2f2bda1ca7faeab21c1d781,0,0,1,2,0,7,3,10,2,4,0,1,0
40f33053c752435d588fccf1f42abe4bded56fde,0,0,2,2,0,7,6,3,1,2,0,4,3
4781506d43d15cf281bd59f208c52acb0464084d,0,0,0,1,1,8,5,9,0,2,0,2,2
4a51d4b9291ed1fc4a3d367fd74847c400e26669,1,0,2,3,1,9,2,5,0,4,1,1,1
4a64bed49ecdfe488423b15b32879eddca123a34,0,0,4,4,0,3,4,4,0,3,5,3,0
4d1304601ace342c750e4398772d010b561cf501,0,0,0,3,2,6,7,4,2,2,1,1,2
52f09b25c7a0f8adc31d865967e16ae7d4d9c2ca,0,0,3,0,1,12,1,6,1,2,2,1,1
532678e4d8708087ab5d12429309951d21d87157,0,0,2,4,0,3,8,5,0,5,0,3,0
55d670d1110693e7fb5eb8cbde3c7fcad45ce77e,0,0,1,2,2,11,3,4,0,4,0,0,3
591bfadb9b15dbc2eb68af17cf2bc88b8c24ff77,0,0,2,8,1,4,3,3,4,0,3,0,2
664134ee700e8f70c5f8e2c35efa6bdefaba2924,0,0,4,3,0,6,2,6,0,4,3,1,1
677cd2fc904ec4609c5f171b7cd973cf9687081c,0,0,0,4,0,4,9,8,2,0,1,0,2
67a3566dc45f636414b2584642202eefd6043006,0,0,3,2,1,4,6,8,0,2,3,1,0
67ed866f9a0d646c8c81682c641e79d973beedb2,21,0,0,0,0,0,0,0,2,7,0,0,0
6fea794e6cc1447077fd22b263a4adbd893ae703,0,0,2,4,3,9,3,1,0,0,0,3,5
706743b9a77686c642ee93312f1da30b655ee740,0,0,0,3,0,9,8,1,1,1,0,2,5
7378e7c4e659017e62a99f0f818a51f4f1c9315a,0,0,2,5,0,6,3,7,1,3,0,0,3
75021f9647c949db89cf26b908c7a722661b7687,0,0,1,3,0,6,9,3,3,0,0,2,3
770142a5ae7f35c93487b9d3588e44c6cd97d6a9,0,0,1,9,1,6,2,2,1,4,3,0,1
79d4213c9d17b0202c04147e686b906135785a94,0,0,5,1,4,4,1,5,2,1,1,4,2
7a15005d87d7cbc430532a52157b9ff9b4fa890c,0,2,2,3,0,5,6,4,2,3,0,1,2
7cf86d97785e1a2216ede5668e9a1eeab6b5f64e,0,0,1,5,2,6,3,4,0,1,1,4,3
7db6a20122d1284bbe2d8e411313626288d71531,15,0,0,3,0,0,0,0,3,7,2,0,0
83d0ebaec5e371481afdab3a5e0049f2fe2d18a5,0,0,1,0,1,7,7,7,0,4,0,2,1
9215876cdd5d1d78f2a4ce055c3b48c77c68e41d,0,0,0,4,0,11,5,5,0,4,1,0,0
99504b53018b27d59586afd85839cdf3bccab031,1,0,5,2,0,5,6,4,0,3,3,1,0
aae88689d31a93c8ae6ab4727549050418a21504,0,0,0,8,0,6,2,5,3,1,3,0,2
ab38a2c344f1b4805f6e5bad1923dd9cbfea3745,0,0,2,2,0,5,6,5,1,4,1,4,0
ab5b01b9b8cb842d746aa41a944ea8ea2332619d,0,0,1,0,2,7,4,6,1,4,0,4,1
ab8f844b6c9df6fe5b162b73bb0fbb0f73130b92,0,0,4,3,1,6,5,4,1,0,2,2,2
ae8feeb5e3a74d544f4b2841147c59fb350c26b2,0,0,4,2,0,2,4,6,3,4,0,1,4
af08d29148b5691ec2f5943093ba3045e5568b18,0,0,4,3,0,6,2,8,0,1,0,2,4
bf45b90a1aacac6ce87fe42ca25389a41292286a,0,0,5,1,0,6,5,7,2,2,1,0,1
c10229de43c551a9ac3121ef339397cba2b10c65,0,0,4,5,1,7,2,4,2,1,2,1,1
c89ceda9b3b7aac497a1bd4605947d0984fc78f1,0,0,3,3,0,4,2,10,2,3,1,0,2
ccb05fcb77baf763883b960a0689922fccca4c4c,0,1,2,6,0,4,9,1,2,2,1,0,2
d79bd3efe504deb151ae18e3667ff47b6f765698,0,0,0,1,3,14,2,5,0,2,0,3,0
da5dca209101cf07cbeb328a938b627eedca7e75,0,0,3,1,0,2,5,7,0,8,0,2,2
dafd337b9240c43c8a086bebc2545ccf952a0a68,0,0,3,4,0,8,0,5,1,1,4,1,3
dcaa5fe635e96cda636a65b6efa2a49ff04905e4,0,0,1,1,0,9,9,4,0,2,0,1,3
dcee7f3b4b37690e5fba78fcc47a97a12cbf11dc,0,0,2,0,0,15,8,3,0,0,0,2,0
dfc8b2c8ac0c3cc580cf72650474e4edc8bd2251,0,0,0,1,0,5,5,8,2,2,0,6,1
e840318a744ebad1a5c5297583b75cc4e29dd547,0,8,0,4,17,0,0,0,0,0,1,0,0
e9986a8eb5aed7605f6e3a8d78bc3f2902a19377,3,0,0,2,1,7,6,4,2,0,0,2,3
023e8ab56aa62d874469183b5096830fd9f2685a,0,0,3,6,1,4,3,6,0,2,2,1,1
0600f75307c91d4fe99e4a860a2f715e24df0aeb,0,0,0,5,0,9,3,5,0,1,2,2,2
078f522329b4121e8f996ab3541e1951eed2a6ac,0,0,1,3,0,7,5,4,0,1,0,3,5
08bfede08a852e9bf4cb6c12a3874a0e54c734f9,0,0,1,2,2,8,8,4,0,3,0,1,0
1367203d613d40512e94944c359644d88026c8eb,0,0,0,3,0,8,2,9,0,0,1,1,5
17a9cc1abf1a2ae833fe1e2e4d51ba6f29174e54,0,0,3,1,2,11,6,1,0,4,0,0,1
1d96b6ac1f0c2a280ecba343077fc8dcd76654a0,0,0,5,3,0,3,6,3,1,2,1,5,0
1f4af536005a820468ed6a5249119430b3e06271,0,0,1,3,0,11,6,4,0,3,0,0,1
22b21ca0cd5ce3ab19199c4a88d479c64ab9da94,0,0,3,2,0,9,3,4,0,0,2,5,1
2749b5e8c5ae455d7bb43fb05ddbbe6bb00e87ce,0,0,4,2,2,9,2,3,1,5,0,0,1
29ba23d0a1d9e59ece9f71f407bfba2eda1b1f18,0,0,1,2,1,4,9,6,0,1,1,2,2
2b345bb808869b846a69f4d5ecaa796db814acf1,0,0,3,2,1,9,3,1,2,2,0,5,1
2d0ef8ced0c342098b4e6d22581ad1b993af3ac4,0,0,3,3,1,7,3,5,0,1,3,0,3
2e4697807a3d8fe6512d076d916dda1a8a29756b,0,0,2,1,0,9,3,3,1,3,2,1,4
335c7214f0c0edec89151368b33fceccd4bf0e5f,0,0,0,1,2,0,7,3,2,6,1,4,3
335c73f0a6f400f72829d52328da5783d0b5f876,0,0,2,0,0,10,5,1,0,1,1,5,4
3ade101d6d3b887b91b8a17be4bd1193d9a840be,0,0,3,2,0,15,1,3,1,2,1,1,0
408ebfef800e31719b51817f39b607fd80e2bffc,0,0,1,2,0,8,5,5,1,2,1,2,2
4906ecbd22ccffa41d742494c6da93cd59c81456,0,0,0,1,1,8,6,7,2,0,0,4,0
49934572d458aa0aa923b50210f2a5bc108b2769,0,9,0,8,8,0,0,0,1,2,1,0,0
4a6df9411ec03a5dedb685cb09e4be0d2a239ecd,0,0,2,1,0,11,6,7,1,0,1,0,0
4ae486f6d8da557528f4f67d8a2b6abc191aa33e,0,0,2,1,0,13,4,4,0,1,1,0,3
4e40407e8ae3f761ef4a2e24d38e8e5ec0bacf60,0,0,3,1,1,8,2,6,0,5,0,1,2
511c8ef0c28d1f6053ea489cd804a08566ad2f8e,0,0,0,0,0,7,8,3,0,3,2,5,1
5e2f74f5fc489e06a09ff770e61ddd5187bf567b,0,0,2,7,0,9,3,3,0,1,1,2,1
5e619e2fcadaab889afb3883c17b4a1010d29563,0,0,2,5,0,9,2,6,0,2,0,2,1
5e9e82b7a2f0d24cd7d97562712f13e6061848ad,0,0,2,3,1,10,9,1,0,0,1,1,1
676c2e782047e4e044219c1fd2e7739f338eb3c6,0,0,3,3,0,6,8,2,1,2,3,0,1
70f942d4e855345586b84dd182b8d121dd849fcd,0,0,0,5,2,6,1,7,0,2,1,3,2
827495820a66fcd2fd53de0aab4597129aa04ab9,0,0,3,2,0,8,6,5,3,2,0,0,0
82782c376694e51a3ab1916c7f9b9762e42eb3a6,2,0,0,0,1,8,2,5,4,5,1,0,1
91ca1197ecce2c2d9121fd180042e7a2a698ad76,0,0,1,2,2,8,4,5,1,1,2,2,1
9d59ffac25a175ad3ca6377d370ac662f88b84c8,0,0,1,3,0,9,3,8,1,2,0,1,1
9f828ed56fe96c4fb6e7bb91bf8f80c214943752,0,0,1,2,0,6,4,5,0,1,5,1,4
a1867cf34c0620a9f511d6f10a37aa66ff5959e6,0,0,2,3,0,7,6,5,0,2,0,0,4
