OTU,NEF_AtlasMXB_B01_2025,NEF_AtlasMXB_B02_2025,NEF_AtlasMXB_B03_2025,NEF_AtlasMXB_B04_2025,NEF_AtlasMXB_B05_2025,NEF_AtlasMXB_B06_2025,NEF_AtlasMXB_B07_2025,NEF_AtlasMXB_B08_2025,NEF_AtlasMXB_B09_2025,NEF_AtlasMXB_B10_2025,NEF_AtlasMXB_B11_2025,NEF_AtlasMXB_B12_2025,NEF_AtlasMXB_B13_2025,NEF_AtlasMXB_B14_2025,NEF_AtlasMXB_B15_2025,NEF_AtlasMXB_B16_2025,NEF_AtlasMXB_B17_2025,NEF_AtlasMXB_B18_2025,NEF_AtlasMXB_B19_2025,NEF_AtlasMXB_B20_2025,NEF_AtlasMXB_B21_2025,NEF_AtlasMXB_B22_2025,NEF_AtlasMXB_B23_2025,NEF_AtlasMXB_B24_2025,NEF_AtlasMXB_B33_2025,NEF_AtlasMXB_B34_2025,NEF_AtlasMXB_B35_2025,NEF_AtlasMXB_B39_2025,NEF_AtlasMXB_B40_2025,NEF_AtlasMXB_B41_2025,NEF_AtlasMXB_B42_2025,NEF_AtlasMXB_B43_2025,NEF_AtlasMXB_B44_2025,NEF_AtlasMXB_B45_2025,NEF_AtlasMXB_B46_2025,NEF_AtlasMXB_B47_2025,NEF_AtlasMXB_B48_2025,NEF_AtlasMXB_B49_2025,NEF_AtlasMXB_B50_2025,NEF_AtlasMXB_B51_2025,NEF_AtlasMXB_B52_2025,NEF_AtlasMXB_B53_2025,NEF_AtlasMXB_B54_2025,NEF_AtlasMXB_B55_2025,NEF_AtlasMXB_B56_2025,NEF_AtlasMXB_B57_2025,NEF_AtlasMXB_B58_2025,NEF_AtlasMXB_B59_2025,NEF_AtlasMXB_B60_2025,NEF_AtlasMXB_B61_2025,NEF_AtlasMXB_B62_2025,NEF_AtlasMXB_B63_2025,NEF_AtlasMXB_B64_2025,NEF_AtlasMXB_B65_2025,NEF_AtlasMXB_B66_2025,NEF_AtlasMXB_B67_2025,NEF_AtlasMXB_B68_2025,NEF_AtlasMXB_B69_2025,NEF_AtlasMXB_B70_2025,NEF_AtlasMXB_B71_2025,NEF_AtlasMXB_B72_2025,NEF_AtlasMXB_B73_2025,NEF_AtlasMXB_B74_2025,NEF_AtlasMXB_B75_2025,NEF_AtlasMXB_B76_2025,NEF_AtlasMXB_B77_2025,NEF_AtlasMXB_B78_2025,NEF_AtlasMXB_B79_2025,NEF_AtlasMXB_B80_2025,NEF_AtlasMXB_B81_2025,NEF_AtlasMXB_B82_2025,NEF_AtlasMXB_B83_2025,NEF_AtlasMXB_B84_2025,NEF_AtlasMXB_B85_2025,NEF_AtlasMXB_B86_2025,NEF_AtlasMXB_B87_2025,NEF_AtlasMXB_B88_2025
Sphaerobolus_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12466,0,0,0,0,0,10,0,0,0,20,0,0
Penicillium_2,0,0,0,0,0,9,24,6,1,21,466,20,154,16,0,0,28,5,64,7166,6,19,14,0,22,73,0,54,0,1562,732,116,74,60,17,14,59,30,19,15,128,123,0,181,95,243,30,11,54,45,0,1,83,23,201,40,53,0,0,0,0,16,0,2,1,36,2,5,3,0,4,0,0,0,0,1,0
Cenococcum_geophilum_1,0,0,0,0,0,803,1,64,13,123,1099,1317,357,763,0,0,108,0,0,5,0,0,518,1012,565,38,0,167,0,0,150,0,105,145,0,2168,1268,227,19,10,70,35,0,0,225,0,253,247,104,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knufia_1,0,148,0,0,63,381,771,2029,200,497,81,1307,1440,966,0,0,216,0,0,53,4,815,0,0,6,45,122,0,19,74,125,34,0,56,0,0,0,4,9,0,43,0,0,0,0,39,0,36,0,178,127,62,220,108,35,12,104,38,0,21,0,7,0,2,57,521,155,33,0,0,332,0,0,0,390,0,0
Cadophora_1,0,0,0,0,0,97,199,174,113,235,142,332,283,191,0,0,229,0,0,80,0,570,39,10,109,279,142,138,662,58,24,196,294,165,183,80,183,214,56,89,760,173,0,721,516,345,127,262,26,90,173,398,388,38,130,136,166,95,0,372,544,85,6,2,4,140,276,19,0,0,36,265,0,0,18,0,0
Aspergillus_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,269,0,21,400,9796,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,2,0,0
Linnemannia_4,0,0,0,0,0,0,375,0,4,0,0,0,10,8,0,0,150,19,36,3,0,254,0,0,137,92,195,12,682,0,0,99,65,9,121,13,182,22,26,9,0,48,0,447,26,67,20,40,0,51,858,218,61,0,0,67,40,398,16,912,3318,265,0,135,106,209,376,267,0,0,293,67,0,0,743,0,0
Pseudogymnoascus_roseus_1,0,0,0,0,0,0,108,0,0,1,2,10,20,9,0,0,88,0,0,6,1,245,416,321,1001,481,244,90,495,200,172,1262,626,46,87,125,30,266,101,607,196,65,0,143,377,613,72,37,273,12,97,32,0,42,63,366,180,270,0,474,279,94,0,0,0,26,417,71,0,0,8,158,0,0,0,0,8
Clavariaceae_1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,80,45,0,0,0,0,0,70,0,0,0,339,80,37,324,0,40,19,0,199,10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geopora_1,0,0,0,0,0,758,9,3552,785,463,58,5375,122,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cladophialophora_1,0,0,198,151,0,465,78,424,201,1180,222,928,2321,1933,0,0,47,0,34,83,2,15,30,10,0,46,0,63,0,34,114,67,0,45,23,17,29,1,3,34,82,83,0,32,66,120,32,400,3,283,11,314,121,152,25,0,10,0,0,0,31,11,0,0,0,0,62,0,0,0,0,0,0,0,6,0,0
Microbotryomycetes_1,0,0,0,0,0,269,42,92,0,280,247,380,2687,2508,0,0,22,0,0,42,0,58,154,144,466,758,13,80,23,19,36,0,324,462,0,273,0,182,83,22,0,6,0,0,168,31,185,0,24,0,19,0,0,0,0,72,8,151,0,165,0,25,0,1,0,0,0,6,0,0,0,81,0,0,0,0,0
Russula_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8725,1070,606,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,73,23,0,0,12,0,0,0,9,0,0,139,0,0,9973,0,0,0,0,0
Preussia_2,0,0,0,0,0,0,58,0,0,0,0,0,0,9,0,0,0,0,0,0,68,79,0,0,0,0,626,0,0,0,0,0,0,6,0,0,0,0,116,0,45,0,18,0,0,0,0,0,0,83,837,341,22,28,0,1118,735,1401,0,0,0,1530,18,316,48,18,748,717,0,3,135,649,1,94,384,0,0
Russula_5,0,0,0,0,0,0,0,0,0,657,0,0,453,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,682,0,0,1862,0,68,2027,1481,214,0,0,0,0,0,119,0,689,0,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nectriaceae_1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,755,2786,6221,0,0,0,0,0,1,0,0,0,0,0,0
Russula_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624,0,0,0,0,0,357,3691,0,0,507,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trechispora_3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,175,628,25,63,0,0,0,0,0,0,5,5,0,8791,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sordariaceae_1,0,0,0,0,0,8,16,0,2,13,10,134,13,65,0,0,17,0,0,40,409,60,196,71,686,321,1111,33,0,0,0,57,396,7,303,96,140,65,37,0,0,2,0,498,775,61,97,114,12,26,92,0,166,174,278,65,44,49,0,28,118,38,73,17,297,136,106,474,26,15,145,0,1,0,901,8,0
Clavulinaceae_1,0,0,0,0,0,0,0,0,0,0,2064,0,22,206,0,0,0,0,0,0,0,0,2,0,2828,0,0,0,0,617,1387,0,0,909,0,0,0,467,3,421,0,0,0,0,0,56,61,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aspergillus_penicillioides_1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,8747,0,17,0,7,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0
Plectosphaerella_1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,67,3,7,10,26,163,5,0,0,131,63,0,23,0,5,7,0,16,5,0,0,0,403,0,15,40,247,0,0,9,0,3,0,542,27,972,48,0,133,621,1407,133,224,3,0,101,255,340,64,118,236,517,29,619,110,153,203,0,93,434,366
Mortierella.s.str_2,0,0,0,0,0,55,12,0,11,0,11,15,77,82,0,0,111,9,13,13,25,72,100,26,32,42,29,153,124,160,249,451,57,213,74,91,5,58,351,353,475,396,0,15,424,452,33,41,80,47,65,0,479,778,1066,146,15,62,0,2,420,117,40,86,33,11,29,49,0,0,82,21,0,0,32,0,58
Alternaria_alternata_1,0,0,0,0,0,0,73,16,14,24,1,100,84,5,0,0,10,0,0,0,1,883,0,0,0,12,1039,0,78,0,4,12,0,0,1,2,18,4,173,30,0,3,422,27,4,0,5,2,0,74,288,52,327,32,91,284,346,335,453,52,0,532,84,28,13,439,205,140,36,79,218,292,397,238,372,43,72
Rhizopogon_2,0,0,0,0,0,49,0,1565,231,744,134,1754,2385,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inocybe_2,0,0,0,0,0,0,0,0,0,0,231,0,0,2821,0,0,0,0,0,0,0,0,0,166,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudeurotium_1,0,0,0,0,0,127,8,300,417,413,197,863,683,1195,0,0,35,0,0,0,0,1,40,21,302,1349,0,342,0,5,2,79,553,50,13,164,8,139,4,92,0,3,0,0,231,21,331,20,24,4,29,0,0,0,0,22,0,10,0,23,9,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0
Piloderma_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,1146,287,0,0,0,0,1637,0,0,0,0,0,1592,0,2782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inocybe_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9,0,0,0,0,3230,980,0,4,116,0,638,0,89,10,0,0,0,0,0,11,0,0,0,2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naganishia_1,0,0,0,0,0,0,31,145,22,44,0,88,40,16,0,0,28,0,0,0,0,427,0,0,19,93,349,23,695,0,0,0,148,2,10,0,11,0,105,0,0,0,18,102,86,71,69,58,4,18,28,478,0,18,108,376,122,113,29,749,222,18,147,219,700,222,28,104,0,0,471,84,0,67,195,0,14
Bifiguratus_1,0,89,1826,160,0,0,19,32,153,2439,0,35,1418,542,0,0,0,0,33,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aspergillus_4,0,0,0,0,0,0,25,0,0,0,54,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,64,44,3,0,0,0,0,0,0,0,1577,0,0,0,0,28,0,81,4,0,0,42,8,0,8,21,14,6,0,0,2166,97,10,0,2742,8,1
Talaromyces_1,0,0,162,118,0,213,76,1052,620,533,0,668,411,493,0,0,0,0,0,148,1,51,0,0,0,0,18,3,82,0,0,0,0,0,0,0,16,0,20,5,301,179,0,15,8,0,0,23,0,32,93,0,121,286,69,102,47,49,43,0,87,27,74,32,264,140,74,9,8,0,14,125,0,0,66,0,0
Russula_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,1485,119,462,0,0,0,2,239,0,0,1605,0,0,0,1706,110,0,0,0,0,0,242,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penicillium_7,0,0,0,0,0,0,448,0,8,0,15,0,3,0,0,0,5,0,7,0,18,12,9,23,3,5,45,0,9,25,58,31,21,36,1,12,3,21,1715,21,32,103,2,7,4,17,0,10,11,10,76,95,57,6,41,53,277,185,3,2,5,28,18,3,5,27,93,624,2,0,1909,16,83,278,127,5,16
Ilyonectria_destructans_1,0,0,0,0,0,0,17,0,0,30,36,11,17,10,0,0,142,0,0,0,0,61,320,95,302,293,0,51,51,288,366,858,361,183,127,82,26,417,19,387,244,182,0,124,198,730,22,22,343,28,9,0,4,0,36,31,41,25,0,12,89,3,0,0,0,0,33,3,0,23,0,24,0,0,0,0,0
Thanatephorus_cucumeris_1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,24,333,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,3,0,22,0,0,0,0,164,0,52,0,0,12,12,19,31,5,0,186,40,3957,0,36,559,474,0,0,396,0,0,0,0,0,0
Filobasidium_magnum_1,0,0,0,0,0,0,0,47,6,7,6,0,6,2,0,0,19,0,0,0,0,402,0,0,0,5,1016,0,21,5,0,0,0,1,4,0,0,0,311,9,0,0,288,0,5,0,0,0,0,8,329,0,201,399,62,43,68,20,345,0,10,823,21,5,25,62,62,29,5,87,646,11,132,100,752,45,240
Geminibasidium_2,0,0,0,41,0,53,45,33,93,1668,0,178,225,59,0,0,13,0,128,1103,0,14,7,6,0,125,0,88,0,0,0,40,0,79,0,348,30,54,0,45,0,0,0,0,103,3,581,162,0,34,129,0,0,0,0,7,0,21,3,0,0,457,1,0,0,120,70,54,0,0,33,419,0,0,0,0,0
Russula_pectinatoides_1,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,1720,0,409,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,3629,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aspergillus_thailandensis_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5743,249,0,123,248,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lobulomycetales_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,1070,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,5,0,24,0,0,0,0,0,19,0,0,1,23,1,4570,11,90,188,0,2,0,7,7,10,0,0,30,0,9,0,0,0,91
Preussia_3,0,0,0,37,0,51,73,0,22,0,0,0,6,0,0,0,0,0,0,0,7,90,0,0,0,57,22,0,0,0,0,12,2,0,0,0,0,0,6,0,0,0,0,0,35,0,0,4,0,9,78,0,54,12,21,8,0,4,0,0,0,165,2316,766,914,97,352,8,0,0,39,70,77,0,896,0,20
Setophoma_1,0,0,0,21,0,0,9,75,307,57,0,279,73,84,0,0,0,0,9,16,12,160,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,235,0,2,85,6,66,362,91,0,0,0,228,11,7,308,205,544,171,0,0,342,459,147,0,1170,0,197
Lyophyllum_fumosum_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,6172,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exophiala_2,0,0,0,0,0,0,246,47,3,5,1,20,20,13,0,0,35,0,0,7,1,1020,1,0,59,63,83,0,1325,0,18,0,14,33,45,0,14,2,10,0,0,0,0,9,23,0,2,9,0,0,335,85,4,55,127,107,69,168,1,569,348,200,0,33,2,57,446,165,0,0,124,164,0,0,41,0,34
Panaeolus_papilionaceus_1,0,0,0,0,0,0,15,0,30,0,0,0,2,11,0,0,41,0,0,0,0,24,0,0,0,10,0,16,2499,0,0,0,0,2,0,0,0,0,55,0,0,0,0,181,0,0,0,8,0,0,257,0,54,70,324,0,0,136,0,435,74,1132,0,0,0,143,199,400,0,0,9,121,0,0,4,0,0
Gymnomyces_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,28,0,511,0,0,572,0,66,50,0,1524,0,1482,2,0,0,0,0,0,636,0,247,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inocybe_4,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,142,0,0,0,0,0,0,187,0,0,0,0,0,0,98,0,0,39,0,9,0,0,10,0,0,0,0,0,0,0,0,0,5251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scleranthus_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5570,0,0,0,0,0,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibellulopsis_nigrescens_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,47,0,0,0,0,0,0,32,0,0,0,775,0,0,0,0,0,0,18,9,35,0,0,0,79,56,15,660,0,0,13,44,202,43,0,45,308,219,1433,0,13,589,249,14,834,261
Agaricomycetes_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penicillago_nodositata_1,0,0,0,0,0,0,0,545,68,430,8,766,186,95,0,0,14,0,30,173,0,0,51,0,0,0,14,0,0,60,209,40,8,91,0,135,72,1,21,14,863,956,0,0,37,3,234,95,1,82,0,432,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solicoccozyma_aeria_1,0,0,0,0,0,70,119,0,0,26,5,66,10,35,0,0,36,0,0,0,0,180,18,15,406,659,4,125,641,6,16,78,135,39,0,124,3,59,0,0,0,0,0,0,247,230,471,20,21,0,35,0,0,0,0,28,0,65,0,683,926,0,0,0,0,18,70,0,0,0,0,0,0,0,0,0,0
Tylospora_1,0,0,0,0,0,491,72,284,0,10,71,13,0,0,0,0,0,0,0,0,0,0,235,76,1132,686,0,885,0,0,17,0,128,70,0,434,120,0,0,0,0,1,0,0,645,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entomortierella_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,2454,0,2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,24,0
Coniochaetaceae_1,0,0,0,0,0,196,323,108,148,115,56,349,105,209,0,0,15,0,0,0,0,262,0,3,56,225,78,27,133,0,0,3,112,4,45,14,63,31,25,0,0,0,0,45,36,38,30,39,7,46,160,114,67,22,7,52,26,53,0,147,149,44,20,0,711,477,315,0,0,0,59,0,0,0,290,0,0
Basidioascus_magus_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,19,0,0,292,57,79,27,0,12,0,41,108,350,62,308,1,103,490,143,52,521,47,7,0,0,783,830,913,141,76,0,27,0,0,0,0,37,0,0,0,36,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoderma_1,0,0,0,32,0,153,145,0,9,51,34,105,97,110,0,9,14,3,6,55,12,569,16,0,21,39,183,27,0,35,17,84,382,24,9,77,63,37,11,36,21,26,17,173,37,56,73,40,0,39,219,75,203,56,38,68,91,79,1,47,47,237,7,0,7,669,231,22,9,0,31,413,4,0,142,8,0
Echinopepon_arachoideus_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5625,0,0,0,0,0,0,0,0,0
Chordomyces_antarcticus_1,0,0,0,0,0,0,7,0,9,0,0,2,5,0,2,0,0,6,3,0,6,26,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2430,0,0,0,0,0,0,203,16,72,0,0,8,76,111,27,253,0,0,35,369,104,185,18,150,115,57,105,58,0,278,454,10,161,179
Truncatella(Fungi)_angustata_1,0,0,0,0,0,0,116,0,0,0,12,0,0,6,0,0,30,0,0,0,0,28,0,0,2,370,0,0,719,8,0,86,40,7,0,7,31,21,137,36,16,19,0,0,32,9,0,76,2,0,387,0,0,0,1,1131,433,542,0,13,812,8,0,38,0,3,130,13,0,0,0,264,0,0,0,1,0
Fusarium_2,0,0,0,0,0,41,63,26,82,260,18,286,192,68,0,0,5,0,0,0,0,104,0,0,0,0,92,4,8,0,0,0,0,6,0,0,11,0,85,0,0,0,0,46,0,6,0,90,0,154,346,105,307,326,145,385,117,243,0,0,0,325,39,59,1,417,373,73,0,3,77,443,23,110,19,0,0
Mortierella.s.str_4,0,0,0,0,0,35,0,0,0,0,87,17,0,61,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,45,0,75,0,0,0,0,0,118,160,0,10,0,397,0,0,0,311,0,0,0,0,0,101,157,0,0,302,149,0,443,2802
Helotiales_3,0,0,0,0,0,0,0,0,16,113,0,0,86,49,0,0,396,0,0,191,0,0,50,0,235,205,0,327,0,0,0,4,574,2,551,95,551,256,0,9,130,0,0,454,485,125,100,5,2,114,0,234,0,0,46,0,0,2,0,8,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penicillium_9,0,28,0,0,4,186,95,666,6,104,66,509,145,89,0,0,16,0,4,36,0,406,0,0,1,15,884,33,229,0,0,0,0,5,26,0,16,0,48,0,0,0,5,109,23,0,11,6,0,24,432,31,143,49,0,63,20,159,58,129,170,40,2,0,0,43,118,30,1,2,27,180,8,0,28,6,0
GS11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,48,0,46,0,0,0,476,2091,0,0,785,0,0,1416,354
Hygrophorus_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascobolus_1,0,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,55,0,0,0,0,52,0,0,68,30,336,0,23,0,0,32,0,10,3,0,0,4,49,0,0,12,129,60,2,1,0,0,0,0,0,0,0,0,0,21,533,24,17,0,16,4,19,1215,325,0,7,92,335,135,0,0,1610,0,111,69,0
Linnemannia_5,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,49,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,55,0,0,1,0,1,0,0,3,0,0,0,5,3,20,4,94,0,0,0,3192,158,0,9,8,0,185,391,109,0,69,0,0,416,631
Rhizopogon_occidentalis_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,363,1439,0,158,0,0,0,0,318,183,77,58,0,5,49,0,0,0,0,31,1656,30,1031,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clavaria_fragilis_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4927,0,0,0,0,0,0,0,0,49,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oidiodendron_1,0,0,0,0,0,941,17,372,159,159,228,271,327,539,0,0,16,0,0,109,0,0,19,15,139,1217,9,13,0,0,46,0,28,54,0,116,0,11,12,0,9,1,0,0,104,0,245,38,4,36,0,0,0,0,8,0,0,25,0,0,0,0,24,9,7,0,0,0,0,0,0,0,0,0,0,0,0
Russula_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3498,1113,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
